HDR,ROLLING SYSTEM DEMAND
VD,20211007103500,32033
VD,20211007104000,31909
VD,20211007104500,31877
VD,20211007105000,31876
VD,20211007105500,31792
VD,20211007110000,31830
VD,20211007110500,31886
VD,20211007111000,31940
VD,20211007111500,31909
VD,20211007112000,31944
VD,20211007112500,31842
VD,20211007113000,31781
VD,20211007113500,31745
VD,20211007114000,31520
VD,20211007114500,31394
VD,20211007115000,31395
VD,20211007115500,31370
VD,20211007120000,31433
VD,20211007120500,31379
VD,20211007121000,31289
VD,20211007121500,31288
VD,20211007122000,31231
VD,20211007122500,31168
VD,20211007123000,31140
VD,20211007123500,31069
VD,20211007124000,30962
VD,20211007124500,30987
VD,20211007125000,31018
VD,20211007125500,30978
VD,20211007130000,30992
VD,20211007130500,31013
VD,20211007131000,30988
VD,20211007131500,30981
VD,20211007132000,31008
VD,20211007132500,31068
VD,20211007133000,31034
VD,20211007133500,30991
VD,20211007134000,30979
VD,20211007134500,30968
VD,20211007135000,31008
VD,20211007135500,31016
VD,20211007140000,30983
VD,20211007140500,31216
VD,20211007141000,31291
VD,20211007141500,31370
VD,20211007142000,31460
VD,20211007142500,31544
VD,20211007143000,31582
VD,20211007143500,31720
VD,20211007144000,31790
VD,20211007144500,31897
VD,20211007145000,32003
VD,20211007145500,32148
VD,20211007150000,32244
VD,20211007150500,32520
VD,20211007151000,32706
VD,20211007151500,32811
VD,20211007152000,32990
VD,20211007152500,33148
VD,20211007153000,33180
VD,20211007153500,33204
VD,20211007154000,33313
VD,20211007154500,33499
VD,20211007155000,33722
VD,20211007155500,33823
VD,20211007160000,33991
VD,20211007160500,34425
VD,20211007161000,34633
VD,20211007161500,34718
VD,20211007162000,34922
VD,20211007162500,35110
VD,20211007163000,35174
VD,20211007163500,35268
VD,20211007164000,35256
VD,20211007164500,35430
VD,20211007165000,35528
VD,20211007165500,35610
VD,20211007170000,35594
VD,20211007170500,35656
VD,20211007171000,35698
VD,20211007171500,35756
VD,20211007172000,35850
VD,20211007172500,35879
VD,20211007173000,35965
VD,20211007173500,36168
VD,20211007174000,36364
VD,20211007174500,36412
VD,20211007175000,36517
VD,20211007175500,36416
VD,20211007180000,36234
VD,20211007180500,36263
VD,20211007181000,36148
VD,20211007181500,36059
VD,20211007182000,35987
VD,20211007182500,35803
VD,20211007183000,35559
VD,20211007183500,35436
VD,20211007184000,35181
VD,20211007184500,34945
VD,20211007185000,34687
VD,20211007185500,34442
VD,20211007190000,34252
VD,20211007190500,34278
VD,20211007191000,34071
VD,20211007191500,33863
VD,20211007192000,33553
VD,20211007192500,33179
VD,20211007193000,32859
VD,20211007193500,32710
VD,20211007194000,32445
VD,20211007194500,32223
VD,20211007195000,32065
VD,20211007195500,31861
VD,20211007200000,31758
VD,20211007200500,31665
VD,20211007201000,31393
VD,20211007201500,31124
VD,20211007202000,30706
VD,20211007202500,30455
VD,20211007203000,30093
VD,20211007203500,29819
VD,20211007204000,29579
VD,20211007204500,29208
VD,20211007205000,28881
VD,20211007205500,28510
VD,20211007210000,28179
VD,20211007210500,27996
VD,20211007211000,27734
VD,20211007211500,27470
VD,20211007212000,27205
VD,20211007212500,26975
VD,20211007213000,26728
VD,20211007213500,26543
VD,20211007214000,26226
VD,20211007214500,25917
VD,20211007215000,25622
VD,20211007215500,25384
VD,20211007220000,25182
VD,20211007220500,25464
VD,20211007221000,25315
VD,20211007221500,25218
VD,20211007222000,24990
VD,20211007222500,24799
VD,20211007223000,24492
VD,20211007223500,24303
VD,20211007224000,24059
VD,20211007224500,23860
VD,20211007225000,23769
VD,20211007225500,23608
VD,20211007230000,23450
VD,20211007230500,23391
VD,20211007231000,23336
VD,20211007231500,23282
VD,20211007232000,23245
VD,20211007232500,23205
VD,20211007233000,23307
VD,20211007233500,23370
VD,20211007234000,23394
VD,20211007234500,23333
VD,20211007235000,23231
VD,20211007235500,23198
VD,20211008000000,23084
VD,20211008000500,23132
VD,20211008001000,23079
VD,20211008001500,23044
VD,20211008002000,23003
VD,20211008002500,22938
VD,20211008003000,22933
VD,20211008003500,23124
VD,20211008004000,23192
VD,20211008004500,23188
VD,20211008005000,23166
VD,20211008005500,23080
VD,20211008010000,22979
VD,20211008010500,22956
VD,20211008011000,22786
VD,20211008011500,22647
VD,20211008012000,22554
VD,20211008012500,22417
VD,20211008013000,22322
VD,20211008013500,22224
VD,20211008014000,22033
VD,20211008014500,21923
VD,20211008015000,21849
VD,20211008015500,21769
VD,20211008020000,21670
VD,20211008020500,21735
VD,20211008021000,21776
VD,20211008021500,21897
VD,20211008022000,21859
VD,20211008022500,21848
VD,20211008023000,21865
VD,20211008023500,21969
VD,20211008024000,22013
VD,20211008024500,22069
VD,20211008025000,22097
VD,20211008025500,21997
VD,20211008030000,21966
VD,20211008030500,21655
VD,20211008031000,21698
VD,20211008031500,21731
VD,20211008032000,21710
VD,20211008032500,21812
VD,20211008033000,21895
VD,20211008033500,21938
VD,20211008034000,21937
VD,20211008034500,21973
VD,20211008035000,21875
VD,20211008035500,21833
VD,20211008040000,21783
VD,20211008040500,21490
VD,20211008041000,21822
VD,20211008041500,21836
VD,20211008042000,21785
VD,20211008042500,21840
VD,20211008043000,21874
VD,20211008043500,21966
VD,20211008044000,22054
VD,20211008044500,22339
VD,20211008045000,22576
VD,20211008045500,22878
VD,20211008050000,23157
VD,20211008050500,23931
VD,20211008051000,24620
VD,20211008051500,25164
VD,20211008052000,25511
VD,20211008052500,25781
VD,20211008053000,26186
VD,20211008053500,26750
VD,20211008054000,27251
VD,20211008054500,27715
VD,20211008055000,28084
VD,20211008055500,28550
VD,20211008060000,28913
VD,20211008060500,29237
VD,20211008061000,29784
VD,20211008061500,30141
VD,20211008062000,30482
VD,20211008062500,30876
VD,20211008063000,31185
VD,20211008063500,31434
VD,20211008064000,31741
VD,20211008064500,31991
VD,20211008065000,32046
VD,20211008065500,32042
VD,20211008070000,32089
VD,20211008070500,32271
VD,20211008071000,32440
VD,20211008071500,32522
VD,20211008072000,32561
VD,20211008072500,32742
VD,20211008073000,32720
VD,20211008073500,32821
VD,20211008074000,32916
VD,20211008074500,32965
VD,20211008075000,33023
VD,20211008075500,33129
VD,20211008080000,33242
VD,20211008080500,33460
VD,20211008081000,33584
VD,20211008081500,33578
VD,20211008082000,33601
VD,20211008082500,33589
VD,20211008083000,33478
VD,20211008083500,33469
VD,20211008084000,33497
VD,20211008084500,33516
VD,20211008085000,33477
VD,20211008085500,33390
VD,20211008090000,33342
VD,20211008090500,33390
VD,20211008091000,33233
VD,20211008091500,33230
VD,20211008092000,33164
VD,20211008092500,33146
VD,20211008093000,33103
VD,20211008093500,33098
VD,20211008094000,33098
VD,20211008094500,33078
VD,20211008095000,33038
VD,20211008095500,33046
VD,20211008100000,32947
VD,20211008100500,32920
VD,20211008101000,32928
VD,20211008101500,31950
VD,20211008102000,32886
VD,20211008102500,32825
VD,20211008103000,32797
VD,20211008103500,32805
VD,20211008104000,32775
VD,20211008104500,32702
VD,20211008105000,32627
VD,20211008105500,32536
VD,20211008110000,32529
VD,20211008110500,32624
VD,20211008111000,32733
VD,20211008111500,32757
VD,20211008112000,32740
VD,20211008112500,32748
VD,20211008113000,32710
VD,20211008113500,32748
VD,20211008114000,32714
VD,20211008114500,32524
VD,20211008115000,32520
VD,20211008115500,32448
VD,20211008120000,32348
VD,20211008120500,32233
VD,20211008121000,32092
VD,20211008121500,32033
VD,20211008122000,31996
VD,20211008122500,31928
VD,20211008123000,31807
VD,20211008123500,31829
VD,20211008124000,31840
VD,20211008124500,31818
VD,20211008125000,31702
VD,20211008125500,31697
VD,20211008130000,31646
VD,20211008130500,31621
VD,20211008131000,31597
VD,20211008131500,31571
VD,20211008132000,31523
VD,20211008132500,31508
VD,20211008133000,31506
VD,20211008133500,31523
VD,20211008134000,31457
VD,20211008134500,31385
VD,20211008135000,31383
VD,20211008135500,31330
VD,20211008140000,31247
VD,20211008140500,31182
VD,20211008141000,31183
VD,20211008141500,31166
VD,20211008142000,31257
VD,20211008142500,31258
VD,20211008143000,31305
VD,20211008143500,31380
VD,20211008144000,31455
VD,20211008144500,31659
VD,20211008145000,31836
VD,20211008145500,31973
VD,20211008150000,32133
VD,20211008150500,32239
VD,20211008151000,32371
VD,20211008151500,32473
VD,20211008152000,32560
VD,20211008152500,32651
VD,20211008153000,32697
VD,20211008153500,32816
VD,20211008154000,32963
VD,20211008154500,33102
VD,20211008155000,33082
VD,20211008155500,33006
VD,20211008160000,33125
VD,20211008160500,33283
VD,20211008161000,33330
VD,20211008161500,33407
VD,20211008162000,33665
VD,20211008162500,34084
VD,20211008163000,34226
VD,20211008163500,34410
VD,20211008164000,34646
VD,20211008164500,34696
VD,20211008165000,34804
VD,20211008165500,34888
VD,20211008170000,35003
VD,20211008170500,35172
VD,20211008171000,35239
VD,20211008171500,35244
VD,20211008172000,35280
VD,20211008172500,35385
VD,20211008173000,35461
VD,20211008173500,35626
VD,20211008174000,35753
VD,20211008174500,35885
VD,20211008175000,35984
VD,20211008175500,35982
VD,20211008180000,35945
VD,20211008180500,35937
VD,20211008181000,35666
VD,20211008181500,35436
VD,20211008182000,35132
VD,20211008182500,34860
VD,20211008183000,34701
VD,20211008183500,34622
VD,20211008184000,34445
VD,20211008184500,34264
VD,20211008185000,34110
VD,20211008185500,33777
VD,20211008190000,33671
VD,20211008190500,33677
VD,20211008191000,33464
VD,20211008191500,33337
VD,20211008192000,33025
VD,20211008192500,32797
VD,20211008193000,32602
VD,20211008193500,32537
VD,20211008194000,32356
VD,20211008194500,32190
VD,20211008195000,31959
VD,20211008195500,31744
VD,20211008200000,31460
VD,20211008200500,31446
VD,20211008201000,31182
VD,20211008201500,30886
VD,20211008202000,30609
VD,20211008202500,30323
VD,20211008203000,30094
VD,20211008203500,29945
VD,20211008204000,29701
VD,20211008204500,29478
VD,20211008205000,29228
VD,20211008205500,28905
VD,20211008210000,28692
VD,20211008210500,28460
VD,20211008211000,28289
VD,20211008211500,28016
VD,20211008212000,27702
VD,20211008212500,27546
VD,20211008213000,27299
VD,20211008213500,27068
VD,20211008214000,26771
VD,20211008214500,26485
VD,20211008215000,26305
VD,20211008215500,26070
VD,20211008220000,25810
VD,20211008220500,25563
VD,20211008221000,25339
VD,20211008221500,25033
VD,20211008222000,24825
VD,20211008222500,24655
VD,20211008223000,24365
VD,20211008223500,24171
VD,20211008224000,23998
VD,20211008224500,23835
VD,20211008225000,23749
VD,20211008225500,23753
VD,20211008230000,23789
VD,20211008230500,23844
VD,20211008231000,23749
VD,20211008231500,23566
VD,20211008232000,23475
VD,20211008232500,23195
VD,20211008233000,23073
VD,20211008233500,23201
VD,20211008234000,23173
VD,20211008234500,23094
VD,20211008235000,22987
VD,20211008235500,22946
FTR,576
